,Project ID,Project Title,Budget,Country,Country Code,Link,Donors,VF or Non-VF,Output Count,Project Description
162,134067.0,Projet tranfrontalier Burkina RCI-UNDP-BFA-00129636,407000.0,Burkina Faso,BFA,https://open.undp.org/projects/00134067,,Non-VF,1,
163,136271.0,Collaborate and Innovate-UNDP-BFA-00127230,1510000.0,Burkina Faso,BFA,https://open.undp.org/projects/00136271,,Non-VF,1,
164,5462.0,San Salvador Urban Development,2420548.0,El Salvador,SLV,https://co.pims.undp.org/project/view?id=5462,GEF,VF,4,
165,6657,National child project under the GEF Africa Minigrids Program,2018349.0,Sao Tome & Principe,STP,https://co.pims.undp.org/project/view?id=6657,GEF,VF,2,
166,4602,Promotion of environmentally sustainable and climate-resilient grid/isolated grid-based hydroelectric electricity through an integrated approach in Sao Tome and Principe.,5274544.0,Sao Tome & Principe,STP,https://co.pims.undp.org/project/view?id=4602,GEF,VF,2,
167,missing-STP-1,Green Infrastructure for Health and Education in Sao Tome and Principe,1072026.0,Sao Tome & Principe,STP,,,Non-VF,2,
168,130633.0,"Catalysing a Sustainable Shift towards E-mobility (March 2022-March 2023) 
",896583.0,Viet Nam,VNM,https://www.undp.org/vietnam/projects/catalysing-sustainable-shift-towards-e-mobility,Gov. of Japan,Non-VF,3,
169,1061012.0,Scaling up E-mobility and mechanisms for promoting investments in green projects in Viet Nam (March 2023 - March 2024),1128978.0,Viet Nam,VNM,,,Non-VF,6,
170,134019.0,"Shifting Investment Flows 
Towards Green Transformation (SHIFT)",3000000.0,Viet Nam,VNM,N/A yet,,Non-VF,2,
171,117633.0,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,2201100.0,Viet Nam,VNM,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),,Non-VF,6,
172,MAF2024_O0547,Accelerating Decarbonization: Closing the Energy Gap through Market-Driven Solar Power Solutions,19000000.0,Bhutan,BTN,,,Non VF,1,
173,98606,Bhutan Sustainable Low Urban Transport Systems,3000000.0,Bhutan,BTN,GEF,,VF,1,
174,128990,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and climate-resilient development, in response to the climate emergency",1145424.0,Bhutan,BTN,JSB,,Non-VF,1,
175,76640,Removal of barriers to sustainable utilization of available biomass resources in the country; and application of biomass energy technologies that can support the economic and social development in the country’s rural sector,1903000.0,Bhutan,BTN,GEF,,VF,1,
176,129029,Solar photovoltaic project ,210000.0,Bhutan,BTN,JSB,,Non-VF,1,
177,6692,Energy Efficiency in Building Sector - Turkmenistan,2066333.0,Turkmenistan,TKM,https://co.pims.undp.org/project/view?id=6692,GEF,VF,1,
178,5452,Sustainable Cities: Ashgabat and Awaza,6060046.0,Turkmenistan,TKM,https://co.pims.undp.org/project/view?id=5452,GEF,VF,1,
179,6089.0,SPIRES (Rural Electrification),2639726.0,Solomon Islands,SLB,PIMS+,GEF,VF,6,
180,1001800.0,"Improved Access to Electricity for Peri-Urban, Urban, and Rural Areas in sub-zobas of Adi-keih, Senafe, Mai- ‘aini and Tsoronna through installation of 2x6 MVA, 66/15 KV Substation in Adi Keih town",-1.0,Eritrea,ERI,,CORE I,Non-VF,3,
181,6451.0,SMARTER - Bioenergy in Barbados,1593836.0,Barbados,BRB,PIMS+,GEF,VF,4,
182,96620,Resource Efficiency in Agriculture & Agrobased Ind.GAP,1499060.0,Turkey,TUR,http://open.undp.org/projects/00096620,Turkish central government,Non-VF,1,
183,114367,Environment and social resilience,791900.0,Turkey,TUR,http://open.undp.org/projects/00114367,H&M,Non-VF,1,
184,125243,Increasing Employability in the Renewable Energy Sector,2362663.0,Turkey,TUR,http://open.undp.org/projects/00125243,Gov of South Korea,Non-VF,1,
185,133485,Green Destination Model -ENERJISA,170000.0,Turkey,TUR,http://open.undp.org/projects/00133485,Enerjisa,Non-VF,1,
186,5673,EE Low Cost Wooden Houses,3800000.0,Turkey,TUR,PIMS+,GEF,VF,1,
187,5323,SEFM for Solar PV for Forest Villages,3780000.0,Turkey,TUR,PIMS+,GEF,VF,1,
188,5285,TEEEM - EE Motors,3750000.0,Turkey,TUR,PIMS+,GEF,VF,1,
189,124212.0,Services Energétiques Ruraux,7260535.0,Burundi,BDI,http://open.undp.org/projects/00124212,,Non-VF,4,
190,1001068.0,UNIPOD/ SMARTCENTER / WOMIPOD,,Burundi,BDI,,PNUD,,2,
191,1001073.0,"Appui à l'accès à la justice, Etat de droit et à la cohésion sociale au Burundi (11 Bureaux d'Etat Civil )",285715.35,Burundi,BDI,https://open.undp.org/projects/01001073,PNUD,,1,
192,128744.0,COVID 19 RESPONSE MECHANISM ( C19RM),-1.0,Burundi,BDI,https://open.undp.org/covid-response,GFATM C19RM UNDP,,2,
193,115827.0,Solarisation of Head of State Residences in the Pacific,1575829.0,Fiji (+10 member countries of Pacific Island Development Forum),NA,http://open.undp.org/projects/00115827,,Non-VF,3,
194,5926.0,BRANTV,2639726.0,Vanuatu,VUT,https://co.pims.undp.org/project/view?id=5926,,VF,2,
195,5613.0,FASNETT,2639725.0,Tuvalu,TUV,https://co.pims.undp.org/project/view?id=5613,,VF,9,
196,6188.0,SMARTEN,3302968.0,Nauru,NRU,https://co.pims.undp.org/project/view?id=6188,,VF,4,
197,6159.0,POIDIER,5379452.0,Kiribati,KIR,https://co.pims.undp.org/project/view?id=6159,,VF,12,
198,5997.0,MPSBEE,1776484.0,Federated States of Micronesia,FSM,https://co.pims.undp.org/project/view?id=5997,,VF,9,
199,1000416.0,"VAN: Promoting Green Transformation in the Pacific Region towards Net-zero and Climate-resilient Development, Vanuatu",4622265.0,Vanuatu,VUT,,,Non-VF,4,
200,6417.0,TAILEV,3569725.0,Uzbekistan,UZB,PIMS+,GEF,VF,1,
201,5392.0,Sustainable Rural Housing in Uzbekistan,6000000.0,Uzbekistan,UZB,PIMS+,GEF,VF,2,
202,128213,Greening the RFM Hospital Demonstration,1870871.0,Eswatini,SWZ,http://open.undp.org/projects/00128213,Gov. of Italy,Non-VF,1,
203,6432,National project under the AMP,863242.0,Eswatini,SWZ,PIMS+,Global Environment Fund,VF,1,
204,80963,UNDP Moonshot: Greening the UN House,156514.85,Eswatini,SWZ,,UNDP,Non-VF,2,
205,1000549,Powering Gender Equality,130000.0,Eswatini,SWZ,,UNDP,Non-VF,1,
206,117244,Italy-UNDP Energy Partnership,100000.0,Eswatini,SWZ,,UNDP,Non-VF,1,
207,TBD,Catalysing Renewable Energy Access and Transition in Eswatini.,820000.0,Eswatini,SWZ,,European Union,Non-VF,1,
208,125985,"Addressing the Water, Health and Poverty Nexus through WASH Initiatives for COVID-19 and Climate Change Responses",999000.0,Eswatini,SWZ,,European Union,Non-VF,1,
209,124574.0,Strengthening Local Climate Action,1220000.0,Kosovo,XKX,https://www.undp.org/kosovo/projects/strengthening-local-climate-action-project,Austrian Development Agency,Non-VF,8,
210,1000987.0,"Kosovo Climate Promise Project 2 - ""Climate Promise Kosovo – From Pledge to Impact (CP2 Project)""",381780.0,Kosovo,XKX,https://open.undp.org/projects/01000987,Sida (Swedish International Development Cooperation Agency),Non-VF,6,
211,130766.0,"Climate Promise Project- ""Growth Through Green and Rapid Recovery from Covid-19""",704052.0,Kosovo,XKX,https://climatepromise.undp.org/what-we-do/where-we-work/kosovo ,,Non-VF,5,
212,5702.0,Forest Landscape Restoration in the Mayaga,6213538.0,Rwanda,RWA,"https://co.pims.undp.org/project/view?id=5702

https://erc.undp.org/evaluation/documents/detail/22638",GEF + core resources ,VF,1,
213,6083.0,Ecosystems/Landscape approach to climate proof the Rural Settlement Program of Rwanda,101455.0,Rwanda,RWA,https://pir.pims.undp.org/pir/report?id=38&pirEntryId=4750,GEF ,VF,1,
214,112808.0,Poverty Environment Action for SDGs,112808.0,Rwanda,RWA,https://undp-my.sharepoint.com/query?q=pea&searchScope=all&id=%2Fpersonal%2Fpierre%5Fndindiyaho%5Fundp%5Forg%2FDocuments%2FPEA%5FFinal%20Report%2Epdf&parentview=7,"Belgium, Sida",Non-VF,1,
215,116275.0,Strengthening Capacities of the ENR Sector for Green Economy Transformation (SCENR),116275.0,Rwanda,RWA,https://erc.undp.org/evaluation/documents/download/21990,UNDP Core resources,Non-VF,2,
216,126434.0,Accelerating Clean Energy Access to Reduce Inequality (ACCESS),15028509.0,Indonesia,IDN,http://open.undp.org/projects/00126434,,Non-VF,10,
217,142434.0,PIP Accelerating Robust Carbon Pricing,1796132.0,Indonesia,IDN,http://open.undp.org/projects/00142434,,Non-VF,4,
218,6333.0,Electric Vehicles in Indonesia (ENTREV),1816500.0,Indonesia,IDN,https://co.pims.undp.org/project/view?id=6333,,VF,5,
219,5721.0,ADLIGHT,2633372.0,Indonesia,IDN,https://co.pims.undp.org/project/view?id=5721,,VF,5,
220,4673.0,RE Market Transformation (NAMA),8025000.0,Indonesia,IDN,https://co.pims.undp.org/project/view?id=4673,,VF,7,
221,1000330.0,PIP JSB Advancing Indonesia's NDC Targets in the Energy Sector,1976199.0,Indonesia,IDN,https://open.undp.org/projects/01000330,,Non-VF,3,
222,1000743.0,PIP Just Energy Transition,150000.0,Indonesia,IDN,https://open.undp.org/projects/01000743,,Non-VF,2,
223,1002479.0,PIP Gender-Responsive Just Energy Transition,150000.0,Indonesia,IDN,https://open.undp.org/projects/01002479,,Non-VF,2,
224,106637.0,Partnership for Action on Green Economy,1116810.36,Indonesia,IDN,"https://www.un-pageindonesia.org/

https://open.undp.org/projects/00105341",,Non-VF,2,
225,131053.0,Sustainable Infrastructure Programme in Asia ,315717.74,Indonesia,IDN,https://open.undp.org/projects/00143365,,Non-VF,1,
226,6486.0,Promoting Low-carbon Electric Public Bus Transport in Mauritius,5600607.0,Mauritius,MUS,https://co.pims.undp.org/project/view?id=6486,GEF,Non-VF,4,
227,5681.0,Transformational shift to a low-carbon economy,28210000.0,Mauritius,MUS,https://co.pims.undp.org/project/view?id=5681,GCF,Non-VF,6,
228,5509.0,Realising Energy Savings and Climate Benefits of Implementing Mandatory Energy Auditing in the Republic of Mauritius ,4532164.0,Mauritius,MUS,https://co.pims.undp.org/project/view?id=5509,GEF,Non-VF,7,
229,144953.0,Addressing food and energy crisis in North Macedonia,95000.0,North Macedonia,MKD,http://open.undp.org/projects/00144953,Mptf-Joint Sdg Fund,Non-VF,1,
230,144270.0,Green Finance Facility to Improve Air Quality and Combat Climate Change in North Macedonia,44400000.0,North Macedonia,MKD,https://open.undp.org/projects/00144270,Mptf-Joint Sdg Fund,Non-VF,20,
231,110061.0,Tackling Air Pollution in Skopje,2150000.0,North Macedonia,MKD,https://open.undp.org/projects/00110061,Swedish Int'L Development Cooperation,Non-VF,1,
232,129099.0,"Scaling up action to tackle air pollution,",3134309.0,North Macedonia,MKD, https://open.undp.org/projects/00129099,Swedish Int'L Development Cooperation,Non-VF,4,
233,5143,SE4ALL,3502968.0,Equatorial Guinea,GNQ,https://co.pims.undp.org/project/view?id=5143,GEF,VF,1,
234,46258,Small Grants Programme,429168.0,Armenia,ARM,http://open.undp.org/projects/00046258,"UNDP, Arm.Gov, 
Gov. Finland",Non-VF,1,
235,118602,Climate Smart Solutions in Communities,916858.0,Armenia,ARM,http://open.undp.org/projects/00118602,"Arm.Gov., UNDP",Non-VF,1,
236,133238,Phase II_Climate Smart Solutions,595301.0,Armenia,ARM,http://open.undp.org/projects/00133238,"Arm.Gov., UNDP",Non-VF,1,
237,98348,De-Risking Investment In Energy Efficient Retrofits,20420000.0,Armenia,ARM,https://open.undp.org/projects/00098348 ,"GEF, Arm.Gov., 
UNDP",Non-VF,1,
238,140158,"Strengthened Community Resilience through Energy Efficiency and Low
Emission Development",1000000.0,Armenia,ARM,,,Non-VF,1,
239,5749.0,The Climate Aggregation Platform for Developing Countries,1950000.0,New York,NA,https://co.pims.undp.org/project/view?id=5749,GEF,VF,2,
240,118154,Regional stabilization facility,1260000.0,"Cameroon, Republic of",CMR, Cameroun Energy Project," UK, Allemagne  ",Non-VF,7,
241,CMR/SGP/OP7/Y1/CORE/CC/2022/04 ,GEF Small Grants Programme,34255.0,"Cameroon, Republic of",CMR, Cameroun Energy Project,"1 447,00",Non-VF,1,
242,130710,UNDP CAMEROUN GOES GREEN: SUPPORT FOR THE ACHIEVEMENT OF SUSTAINABLE MOONSHOT OBJECTIVES,16839.0,"Cameroon, Republic of",CMR, Cameroun Energy Project,Greening Moonshot Fund,Non-VF,3,
243,6619.0,Solar for Health ,25000000.0,Namibia,NAM,,GCF,VF,1,
244,6337.0,"Enhancing Namibia’s capacity to establish a comprehensive Transparency Framework for Measurement, Reporting and Verification (MRV) of climate actions and reporting on NDC implementation under the Paris Agreement",1160000.0,Namibia,NAM,https://co.pims.undp.org/project/view?id=6337,GEF / UNDP,VF,1,
245,130635.0,"Promotion of carbon markets in Namibia for an enhanced implementation of the nationally determined contributions (NDC) towards net-zero emissions and climate-resilient development, in response to the climate emergency.",1003042.0,Namibia,NAM,"https://sway.office.com/nRDTcZhPyGGgaC6k?ref=Link

https://open.undp.org/projects/00123453",,Non-VF,1,
246,1000235.0,"Strengthening and building resilience of Namibia’s peri-urban communities to climate change through climate-smart agricultural production, access to solar technologies, climate information and early-warning system.",1030039.0,Namibia,NAM,https://co.pims.undp.org/project/view?id=4711,Japan ,Non-VF,4,
247,135028.0,Projet d’appui au développement d’offres énergétiques (Chad),1745000.0,Chad,TCD,https://open.undp.org/projects/00135028,,Non-VF,7,
248,114485.0,Policy and Innovation,14955773.0,Cambodia,KHM,http://open.undp.org/projects/00114485,,Non-VF,6,
249,144124.0,ROK Solar Irrigation,2230822.0,Cambodia,KHM,https://open.undp.org/projects/00144124,,Non-VF,4,
250,118895.0,Cambodia Climate Change Alliance – Phase 3,9032048.0,Cambodia,KHM,http://open.undp.org/projects/00118895,"European Commission, SIDA, UNDP, FCDO",Non-VF,8,
251,125400,Accès aux services énergétiques,2545500.0,Niger,NER,http://open.undp.org/projects/00125400,UNDP,Non-VF,1,
252,"6659, 143728",National child project under the GEF Africa Minigrids Program,1601376.0,Niger,NER,PIMS+,GEF,VF,1,
253,6321.0,Sudan national child project - Africa Minigrids Program (AMP),2637246.0,Sudan,SDN,PIMS+,GEF,VF,1,
254,5674.0,Efficient Appliances UNEP Global PFD,1770000.0,Sudan,SDN,PIMS+,GEF,VF,1,
255,106169.0,Solar for Agriculture Development in Sudan,9129111.0,Sudan,SDN,http://open.undp.org/projects/00106169,KOICA,Non-VF,1,
256,102733.0,Solar for Health Project,676621.0,Sudan,SDN,http://open.undp.org/projects/00102733,GCF,VF,1,
257,1000518.0,Sudan-Scaling Solar Applications for Agricultural Use (SSAAU),200000.0,Sudan,SDN,,IBSA,Non-VF,4,
258,98897,FRELOCAL - FUENTES RENOVABLES DE ENERGIA - DES LOCAL,3578420.0,Cuba,CUB,http://open.undp.org/projects/00098897,,Non-VF,1,
259,110578,Resiliencia Energetica post Irma,7710027.0,Cuba,CUB,http://open.undp.org/projects/00110578,,Non-VF,1,
260,118945,MUNICIPIO MARTI ENERGIA SOSTENIBLE,433162.0,Cuba,CUB,http://open.undp.org/projects/00118945,,Non-VF,1,
261,5653,Cuba Sustainable Transport,1959132.0,Cuba,CUB,https://co.pims.undp.org/project/view?id=5653,GEF,VF,1,
262,4899,CleanEnerg Cuba,2737524.0,Cuba,CUB,https://co.pims.undp.org/project/view?id=4899,GEF,VF,1,
263,120932,"Apoyo a la revitalización del empleo en la cadena de producción ganadera de la provincia de Guantánamo, en la etapa de Recuperación post COVID-19",100000.0,Cuba,CUB,Empleo Autoabastecimiento COVID-19 | UNDP Transparency Portal,,Non-VF,1,
264,118495,ALASS,800000.0,Cuba,CUB,https://open.undp.org/projects/00118495,,Non-VF,1,
265,85124,Agrofrutales,128000.0,Cuba,CUB,https://open.undp.org/projects/00085124,,Non-VF,1,
266,6658,National child project under the GEF Africa Minigrids Program,1326147.0,Benin,BEN,https://co.pims.undp.org/project/view?id=6658,GEF,VF,1,
267,5115,Benin Biomass Electricity Generation,3872602.0,Benin,BEN,https://co.pims.undp.org/project/view?id=5115,GEF,VF,3,
268,4979,Benin NAPA LDCF 2,8000000.0,Benin,BEN,https://co.pims.undp.org/project/view?id=4979,LDCF/GEF,VF,5,
269,4979-2,Benin NAPA LDCF 2 TRAC 2,1400000.0,Benin,BEN,https://co.pims.undp.org/project/view?id=4979-2,LDCF/GEF,VF,1,
270,missing-KEN-1,JSB- ACCELERATING CLEAN COOKING ACTION IN KENYA,1327000.0,Kenya,KEN,,Japan,Non-VF,5,
271,136330,SOLAR POWERWED COLD STORAGE FACILITIES TO REDUCE POST HARVEST LOSSESS,24710000.0,Kenya,KEN,https://open.undp.org/projects/00136330,MITIGATION FACILITY				,Non-VF,7,
272,120294,Solar for Health,1000000.0,Liberia,LBR,,UNDP TRAC 1,Non-VF,1,
273,122614,Liberia Decentralization Support Project Phase II,836698.05,Liberia,LBR,,"Ireland, Sweden & UNDP",Non-VF,1,
274,129168,"Delivering Peace Dividens in Liberia: Consolidating National, Regional and Local Reconciliation and Social Cohesion Opportunities.",194800.0,Liberia,LBR,,PBF,,1,
275,113007,Electricity and Energy Support,36250760.0,Syria,SYR,http://open.undp.org/projects/00113007,,Non-VF,24,
276,129587.0,Accelerator Lab – Mozambique,566623.0,Mozambique,MOZ,http://open.undp.org/projects/00129587,UNDP AccLabs,Non-VF,2,
277,121665.0,Moz Recovery Facility,-1.0,Mozambique,MOZ,https://open.undp.org/projects/00121665,United Nations Development Programme,Non-VF,2,
278,135528.0,Health System Strengthening_NFM3,-1.0,Mozambique,MOZ,https://open.undp.org/projects/00135528,Government of Mozambique,Non-VF,2,
279,6270,GEF 7: Sustainable Cities - Green Economy,10317970.0,Costa Rica,CRI,https://co.pims.undp.org/project/view?id=6270,GEF,VF,1,
280,102048,Home Projects WRM and Eba in Xe Bang Hieng river basin and LPB city,5579452.0,Lao PDR,LAO,https://undp-my.sharepoint.com/:b:/r/personal/benjamin_rapp_undp_org/Documents/Public/Signed%20ProDoc%20GEF%20IWRM%20Lao%20PDR.pdf?csf=1&web=1&e=RpDFpX,GEF LDCF,Non-VF,2,
281,132455 ,Climate Promise II: from Pledge to Impact,540000.0,Lao PDR,LAO,https://undp-my.sharepoint.com/:w:/r/personal/benjamin_rapp_undp_org/Documents/Public/ProDoc%20CP%20II%20-%20Final%20Draft_updated250523%20Tx.docx?d=wb4fecac79120493cb018c6c063ab65b7&csf=1&web=1&e=cTjXPA,UNDP (Government of Germany),Non-VF,2,
282,126532.0,The ACCESS project,2970297.0,Timor-Leste,TLS,http://open.undp.org/projects/00126532,KOICA,Non-VF,3,
283,145070.0,3E4Women,280000.0,Timor-Leste,TLS,http://open.undp.org/projects/00145070,Joint SDG Fund,Non-VF,1,
284,1000417.0,Green Transformation ,5781240.0,Timor-Leste,TLS,https://www.undp.org/timor-leste/projects/green-transformation-project,Japan,Non-VF,3,
285,94384.0,Sustainable Energy for All,12489640.0,United Republic of Tanzania,TZA,http://open.undp.org/projects/00094384,,Non-VF,1,
286,141196.0,Implementation of the Tanzania Energy Efficiency Action,5410706.0,United Republic of Tanzania,TZA,http://open.undp.org/projects/00141196,"European Union, UNDP",Non-VF,7,
287,122808.0,Energy Efficiency Renovation,1055099.0,Serbia,SRB,http://open.undp.org/projects/00122808,Gov. of Serbia,Non-VF,1,
288,6388.0,Energy Efficiency in Buildings,1505000.0,Serbia,SRB,https://co.pims.undp.org/project/view?id=6388,GEF,VF,6,
289,6285.0,Circular Economy in Serbia,1777000.0,Serbia,SRB,https://co.pims.undp.org/project/view?id=6285,GEF,VF,2,
290,127312.0,"EU for Green Agenda in Serbia: Get started, Take action, Scale-up",7200000.0,Serbia,SRB,https://www.undp.org/serbia/projects/eu-green-agenda-serbia,EU,Non-VF,4,
291,129089.0,Green Agenda in Serbia,4905556.0,Serbia,SRB,https://www.undp.org/serbia/projects/eu-green-agenda-serbia,SDC,Non-VF,3,
292,132184.0,Green Agenda in Serbia,2222222.0,Serbia,SRB,https://www.undp.org/serbia/projects/eu-green-agenda-serbia,SECO,Non-VF,4,
293,132059.0,Rural Energy Market Transform (AREMTI),21398843.0,Afghanistan,AFG,https://open.undp.org/projects/00132059,"GCF (including 17,198,843) , UNDP, Ministry of Rural Rehabilitation and
Development (MRRD)",VF,1,
294,147445.0, Sustainable Energy Services for Education and Health in Afghanistan (SESEHA),60110220.0,Afghanistan,AFG,https://open.undp.org/projects/00147445,BMZ (Federal Ministry for Economic Cooperation and Development) through KFW (German Development Bank),Non-VF,1,
295,1000372.0,ABADEI 2.0,8726624.0,Afghanistan,AFG, ,Government of Japan,Non-VF,1,
296,138844.0,ABADEI 1.0 (PIP),12895159.0,Afghanistan,AFG,https://open.undp.org/projects/00138844,"Government of Japan, UNDP",Non-VF,2,
297,143651.0,Strengthening Community Safety Well-being and Humanitarian Security in Afghanistan ,1253880.0,Afghanistan,AFG, ,Government of Japan,Non-VF,1,
298,88841.0,Afghanistan Sustainable Energy for Rural Development (ASERD),12846044.0,Afghanistan,AFG, ,"Republic of Korea, UNDP, Canada, Spain",Non-VF,1,
299,122244.0,Community-based Agriculture and Development Project,30892000.0,Afghanistan,AFG,https://open.undp.org/projects/00122244,Us Int'L Narcotics & Law Enfmnt Affairs,NON-VF,1,
300,00131399 (UNDP CO TRAC),National Human Development Report (NHDR) on Energy-Induced Vulnerabilities in the Kyrgyz Republic,164532.0,Kyrgyzstan,KGZ,https://www.undp.org/kyrgyzstan/projects/national-human-development-report-2024-energy-induced-vulnerabilities,UNDP (funded by TRAC),Non-VF,3,
301,104020,Electrification Rurale et Autonomisation des Femmes,6930933.0,Haiti,HTI,http://open.undp.org/projects/00104020,Japan,Non-VF,1,
302,128342,Installation Pompes Solaires,1858988.0,Haiti,HTI,http://open.undp.org/projects/00128342,India,Non-VF,1,
303,120474.0,Transition to sustainable energy and economy,662997.0,Prog for Palestinian People,PSE,http://open.undp.org/projects/00120474,Japan,Non-VF,5,
304,132972.0,GO SOLAR| Renewable Energy Investments at Education and Public Facilities in East Jerusalem,2300000.0,Prog for Palestinian People,PSE,http://open.undp.org/projects/00132972,Norway,Non-VF,1,
305,133802.0,Solar for margenalized communites in the West Bank,300000.0,Prog for Palestinian People,PSE,http://open.undp.org/projects/00133802,Funding Window ,Non-VF,2,
306,122659.0,Climate Action for Human Security (Regional project component),149000.0,Iraq,IRQ,http://open.undp.org/projects/00122659,CO funding,Non-VF,1,
307,122627.0,Climate Action for Human Security ,922000.0,Iraq,IRQ,,SIDA,Non-VF,2,
308,6487.0,Promoting Carbon Reduction Through Energy Efficiency (EE) Techniques in Iraq,3092009.0,Iraq,IRQ,https://co.pims.undp.org/project/view?id=6487,GEF,VF,4,
309,85156.0,"Iraq Crisis Recovery and Resilience Program (ICRRP), Output 3: Resilience Of Vulnerable Communities To Climate Change Enhanced Through Access To Renewable Energy",4250000.0,Iraq,IRQ,https://open.undp.org/projects/00085156,USAID,Non-VF,7,
310,125754.0,Mainstreaming Environmental Sustainability and Clean Energy Access in the 3RP: The Case for Action: Renewable Energy Training for Forcibly Displaced and Vulnerable Young Men and Women in Iraq  ,55000.0,Iraq,IRQ,,Govt. of Finland,Non-VF,1,
311,89459.0,Funding Facility for Stabilization,11182694.0,Iraq,IRQ,https://open.undp.org/projects/00089459,USAID,Non-VF,8,
312,116195.0,Supporting recovery and stability through local development in Iraq,6148000.0,Iraq,IRQ,,Multidonor,Non-VF,7,
313,5304.0,Urban Transport,2639726.0,Philippines,PHL,https://co.pims.undp.org/project/view?id=5304,GEF,VF,3,
314,5194.0,DREAMS,5200000.0,Philippines,PHL,https://co.pims.undp.org/project/view?id=5194,GEF,VF,16,
315,85377.0,Joint Programme on Charcoal,8652596.0,Somalia,SOM,http://open.undp.org/projects/00085377,"MPTF (EU, Italy, Sweden, Norway)",Non-VF,2,
316,6328.0,Somalia national child project - Africa Minigrids Program (AMP),3276147.0,Somalia,SOM,PIMS+,GEF,VF,1,
317,133229.0,COVID 2.0- Beyond Recovery COVID-19,668218.0,India,IND,http://open.undp.org/projects/00133229,This was the Green Recovery Project supported by UNDP Rapid Finance Facility in 2021-2022. Approx. 77.28 tCO2 equivalent per yr abated,Non-VF,2,
318,116294.0,Energy Efficiency and Thermal Comfort in Buildings,4484357.0,India,IND,PIMS+,"Under this GEF supported project, super EE technologies will be piloted in select public, private buildings across 3 States in India. The total estimated GHG reduction potential from this pilot is estimated to be 26.6 ktCO2 per year ",Non-VF,1,
319,1000316.0,Scaling Solar Applications for Agricultural Use,200000.0,India,IND,,This project is being implemented in partnership with International Solar Alliance (ISA) across 10 of its member countries. Estimation : Approx. 87.84 tCO2 per year will be abated,Non-VF,1,
320,127730.0,JSB-NZE 2021 project ,1782418.0,India,IND,,The project support by Govt of Japan is being implemented across several States in India. The approximate GHJG emissions abated from the interventions is 778.32 tCo2 equivalent per yr,Non-VF,6,
321,1000354.0,JSB-NZE 2022 project,695057.0,India,IND,,"The project support by Govt of Japan is being implemented across several States in India. The estimated GHG emissions abated from the interventions is 92,500 tCo2 equivalent per yr (only from interventions in Steel sector. The GHG emissions abated from other interventions will be calculated based on the sizes of actual units deployed)",Non-VF,5,
322,134123.0,Accès aux énergies propres dans les zones rurales du Liptako Gourma,8498746.0,Mali,MLI,https://open.undp.org/projects/00134123,ASDI,Non-VF,4,
323,125461.0,Femmes illuminant les chemins vers la paix,1500000.0,Mali,MLI,https://open.undp.org/projects/00125461,UN Peacebuilding Fund (PBF),Non-VF,3,
324,121587.0,"Energie solaire, télésanté et protection sociale pour transformer la santé communautaire au Mali (SanDi)/RFF",6000000.0,Mali,MLI,https://open.undp.org/projects/00127675,GEF/UNDP,Non-VF,3,
325,129014.0,Africa Migrid Program,1780000.0,Mali,MLI,,GEF/UNDP,Non-VF,6,
326,124853.0,Ten Country: Scaling Solar Applications for Agricultural Use,200000.0,Mali,MLI,,ISA/India,Non-VF,2,
327,CIV10- CIV10-00131158,"Engagement des jeunes et des femmes pour la prévention des crises, la stabilité sociale, la consolidation de la paix et la réduction de la violence communautaire dans le nord de la Côte d'Ivoire",-1.0,Cote d'Ivoire,CIV,https://undp.sharepoint.com/:w:/r/teams/CIV/Archive/Unite%20Programme/Portfeuille%20gouvernance/Prodoc_PVE_RC_Version%20du%2008042022_finale.doc?d=w3ccf70e3a98f49ed99731f086fb1f089&csf=1&web=1&e=mlUAt4,Allemagne,Non-VF,1,
328,5989.0,Sustainable Energy Access,3540468.0,Angola,AGO,https://co.pims.undp.org/project/view?id=5989,GEF,VF,1,
329,5331.0,Angola Charcoal,4620000.0,Angola,AGO,https://co.pims.undp.org/project/view?id=5331,GEF,VF,3,
330,143527.0,Angola TRAC 2 Programming,3620000.0,Angola,AGO,https://open.undp.org/projects/00143527,TRAC2,,2,
331,1000194,Strengthening Systems Approach for SDGs in Mongolia (SASiM),50000.0,Mongolia,MNG,https://open.undp.org/projects/01000194,,Non-VF,1,
332,1001571,A Holistic Approach to Women's Empowerment and Renewable Energy Transition in Ulaanbaatar,241888.0,Mongolia,MNG,https://open.undp.org/projects/01001571,,,1,
333,107518.0,NDC Support Project,931500.0,Thailand,THA,https://undp.sharepoint.com/:f:/r/teams/THA/IntegratedProgrammeTeam/IGSD%20Document/IGSD%20Document/Support%20document%20on%20Tracking%20the%20Energy%20Moonshot/00107518%20NDC%20Support?csf=1&web=1&e=DJOLKl,,Non-VF,1,
